Procedimento;Classificação;D.V.;Descrição;Valor
668;02.02.10.001;4;DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS);"180,00"
667;02.02.10.002;2;DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS);"160,00"
666;02.02.10.003;0;DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS);"160,00"
332;02.02.03.006;7;DETERMINACAO DE COMPLEMENTO (CH50);"9,25"
10249;02.02.01.077;5;DETERMINACAO DE CREMATOCRITO NO LEITE HUMANO ORDENHADO;"1,53"
187;02.02.01.003;1;DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS;"15,65"
205;02.02.02.004;5;DETERMINACAO DE CURVA DE RESISTENCIA GLOBULAR;"2,73"
189;02.02.01.004;0;DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS);"3,63"
188;02.02.01.005;8;DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS);"6,55"
184;02.02.01.006;6;DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS);"3,68"
190;02.02.01.007;4;DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS);"10,00"
2155;02.11.05.001;6;DETERMINACAO DE DURACAO DA CURVA DE INTENSIDADE;"0,00"
236;02.02.02.005;3;DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA);"2,73"
289;02.02.03.007;5;DETERMINACAO DE FATOR REUMATOIDE;"2,83"
1015;02.08.04.008;0;DETERMINACAO DE FILTRACAO GLOMERULAR;"63,22"
1004;02.08.04.009;9;DETERMINACAO DE FLUXO PLASMATICO RENAL;"63,22"
964;02.08.01.009;2;DETERMINACAO DE FLUXO SANGUINEO REGIONAL;"123,93"
632;02.02.09.007;8;DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO;"6,56"
660;02.02.06.001;2;DETERMINACAO DE INDICE DE TIROXINA LIVRE;"12,54"
466;02.02.05.006;8;DETERMINACAO DE OSMOLALIDADE;"3,70"
168;02.02.01.008;2;DETERMINACAO DE OSMOLARIDADE;"3,51"
1304;02.11.09.005;0;DETERMINACAO DE PRESSAO INTRA-ABDOMINAL;"8,82"
6229;03.01.10.008;0;DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC);"0,00"
695;02.03.02.001;4;DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS;"65,55"
662;02.02.06.002;0;DETERMINACAO DE RETENCAO DE T3;"12,54"
1041;02.08.08.003;1;DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS);"54,36"
208;02.02.02.006;1;DETERMINACAO DE SULFO-HEMOGLOBINA;"2,73"
665;02.02.06.003;9;DETERMINACAO DE T3 REVERSO;"14,69"
209;02.02.02.007;0;DETERMINACAO DE TEMPO DE COAGULACAO;"2,73"
211;02.02.02.008;8;DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA;"2,73"
1343;02.02.02.010;0;DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY;"9,00"
6503;02.02.02.009;6;DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE;"2,73"
255;02.02.02.011;8;DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS;"5,79"
228;02.02.02.012;6;DETERMINACAO DE TEMPO DE TROMBINA;"2,85"
259;02.02.02.013;4;DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA);"5,77"
212;02.02.02.014;2;DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP);"2,73"
218;02.02.02.015;0;DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS);"2,73"
198;02.02.12.002;3;DETERMINACAO DIRETA E REVERSA DE GRUPO ABO;"1,37"
6502;02.02.03.008;3;DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA;"9,25"
3720;04.08.06.010;7;DIAFISECTOMIA DE OSSOS LONGOS;"429,35"
6118;03.01.06.007;0;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA;"40,38"
6117;03.01.06.008;8;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA;"44,22"
1995;03.01.06.001;0;DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA;"47,27"
6300;03.05.01.001;8;DIALISE PERITONEAL INTERMITENTE DPI (1 SESSAO POR SEMANA -EXCEPCIONALIDADE);"121,74"
2180;03.05.01.002;6;DIALISE PERITONEAL INTERMITENTE DPI (MAXIMO 2 SESSOES POR SEMANA);"121,51"
6301;03.05.01.003;4;DIALISE PERITONEAL P/ PACIENTES RENAIS AGUDOS;"111,42"
6231;08.02.01.001;6;DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE);"8,00"
6139;08.02.01.002;4;DIARIA DE ACOMPANHANTE CRIANCA/ADOLESCENTE C/PERNOITE;"8,00"
6138;08.02.01.003;2;DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE;"8,00"
5028;08.02.01.004;0;DIARIA DE ACOMPANHANTE DE IDOSOS C/ PERNOITE;"8,00"
5029;08.02.01.005;9;DIARIA DE ACOMPANHANTE DE IDOSOS S/ PERNOITE;"4,00"
5027;08.02.01.019;9;DIARIA DE PERMANENCIA A MAIOR;"20,06"
10116;08.02.01.025;9;DIARIA DE SAUDE MENTAL COM PERMANENCIA DE ATE SETE DIAS;"0,00"
10117;08.02.01.026;9;DIARIA DE SAUDE MENTAL COM PERMANENCIA ENTRE 08 A 15 DIAS;"0,00"
10118;08.02.01.027;9;DIARIA DE SAUDE MENTAL COM PERMENENCIA SUPERIOR A 15 DIAS;"0,00"
5024;08.02.01.006;7;DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS EM NEONATOLOGIA;"137,20"
10234;08.02.01.024;5;DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CANGURU (UCINCA);"150,00"
10233;08.02.01.023;7;DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL (UCINCO);"180,00"
5018;08.02.01.008;3;DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI II);"478,72"
5019;08.02.01.009;1;DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI III);"508,63"
10090;08.02.01.022;9;DIARIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA- UCO TIPO III;"508,63"
10089;08.02.01.021;0;DIARIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA-UCO TIPO II;"478,72"
6140;08.02.01.010;5;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE ADULTO (UTI I);"139,00"
4279;05.03.04.004;5;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVAVEL DOADOR DE ORGAOS;"508,63"
5025;08.02.01.011;3;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE QUEIMADOS;"322,22"
6141;08.02.01.014;8;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI I);"139,00"
5022;08.02.01.015;6;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI II);"478,72"
5023;08.02.01.007;5;DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI III);"508,63"
5021;08.02.01.012;1;DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO II);"478,72"
5020;08.02.01.013;0;DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO III);"508,63"
6142;08.02.01.016;4;DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL (UTI I);"139,00"
3889;04.09.06.006;2;DILATACAO DE COLO DO UTERO;"22,62"
1828;03.03.07.001;3;DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO);"49,50"
1963;03.09.03.005;6;DILATACAO DE URETRA (POR SESSAO);"1,52"
3042;04.07.02.012;8;DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO;"13,06"
3810;03.09.03.006;4;DILATACAO ENDOSCOPICA UNI / BILATERAL;"31,26"
2972;04.07.01.002;5;DILATACAO ESOFAGICA / PILORICA;"0,00"
1109;04.07.03.009;3;DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES;"92,95"
3746;04.09.01.011;1;DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL;"88,91"
2173;07.02.10.009;9;DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN;"21,59"
3368;04.08.03.038;0;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO);"1.720,27"
3367;04.08.03.040;2;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS);"1.005,48"
3369;04.08.03.041;0;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO);"1.785,92"
3345;04.08.03.039;9;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL);"764,71"
3403;04.08.03.042;9;DISCECTOMIA CERVICAL ANTERIOR (ATE 2 NIVEIS C/ MICROSCOPIO);"1.720,27"
3372;04.08.03.043;7;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NIVEL);"1.343,00"
3371;04.08.03.044;5;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NIVEIS);"1.726,52"
3370;04.08.03.046;1;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NIVEL);"1.706,27"
6247;04.08.03.045;3;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NIVEIS);"1.706,27"
4781;07.02.03.031;7;DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS;"1.812,73"
4880;07.02.05.014;8;DISPOSITIVO DE BLOQUEIO;"71,10"
4875;07.02.05.015;6;"DISPOSITIVO INTERSOMÁTICO DE MANUTENÇÃO DE ESPAÇO INTERVERTEBRAL CARREADOR DE ENXERTO (TIPO CESTA FIXA, CUNHA E OUTROS) DE TITÂNIO";"1.356,35"
47475;07.02.05.082;2;DISPOSITIVO PEDICULAR PARA FIXACAO DE HASTE (INCLUI BLOQUEADOR);"500,00"
2684;04.06.02.009;4;DISSECCAO DE VEIA / ARTERIA;"6,19"
2687;04.06.02.010;8;DISSECCAO RADICAL DO PESCOCO;"517,40"
3785;04.09.01.012;0;DIVERTICULECTOMIA VESICAL;"486,61"
9867;06.04.13.002;3;DONEPEZILA 10 MG (POR COMPRIMIDO);"0,00"
9866;06.04.13.001;5;DONEPEZILA 5 MG (POR COMPRIMIDO);"0,00"
10273;06.04.66.002;2;DORZOLAMIDA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML);"0,00"
10129;02.02.11.010;9;DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO);"5,50"
10465;02.02.03.119;5;DOSAGEM DA FRACAO C1Q DO COMPLEMENTO;"17,16"
10128;02.02.11.009;5;DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO);"8,00"
505;02.02.06.004;7;DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA;"10,20"
473;02.02.06.005;5;DOSAGEM DE 17-CETOSTEROIDES TOTAIS;"6,72"
474;02.02.06.006;3;DOSAGEM DE 17-HIDROXICORTICOSTEROIDES;"6,72"
10509;02.02.01.076;7;DOSAGEM DE 25 HIDROXIVITAMINA D;"15,24"
142;02.02.01.009;0;DOSAGEM DE 5-NUCLEOTIDASE;"3,51"
141;02.02.01.010;4;DOSAGEM DE ACETONA;"1,85"
481;02.02.06.007;1;DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA);"6,72"
119;02.02.01.011;2;DOSAGEM DE ACIDO ASCORBICO;"2,01"
605;02.02.07.001;8;DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO;"2,06"
609;02.02.07.002;6;DOSAGEM DE ACIDO HIPURICO;"2,23"
610;02.02.07.003;4;DOSAGEM DE ACIDO MANDELICO;"3,68"
599;02.02.07.004;2;DOSAGEM DE ACIDO METIL-HIPURICO;"2,04"
120;02.02.01.012;0;DOSAGEM DE ACIDO URICO;"1,85"
528;02.02.07.005;0;DOSAGEM DE ACIDO VALPROICO;"15,65"
484;02.02.01.013;9;DOSAGEM DE ACIDO VANILMANDELICO;"9,00"
511;02.02.06.008;0;DOSAGEM DE ADRENOCORTICOTROFICO (ACTH);"14,12"
608;02.02.07.006;9;DOSAGEM DE ALA-DESIDRATASE;"3,51"
520;02.02.07.007;7;DOSAGEM DE ALCOOL ETILICO;"2,01"
157;02.02.01.014;7;DOSAGEM DE ALDOLASE;"3,68"
495;02.02.06.009;8;DOSAGEM DE ALDOSTERONA;"11,89"
169;02.02.01.015;5;DOSAGEM DE ALFA-1-ANTITRIPSINA;"3,68"
170;02.02.01.016;3;DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA;"3,68"
171;02.02.01.017;1;DOSAGEM DE ALFA-2-MACROGLOBULINA;"3,68"
382;02.02.03.009;1;DOSAGEM DE ALFA-FETOPROTEINA;"15,06"
617;02.02.07.008;5;DOSAGEM DE ALUMINIO;"27,50"
121;02.02.01.018;0;DOSAGEM DE AMILASE;"2,25"
548;02.02.07.009;3;DOSAGEM DE AMINOGLICOSIDEOS;"10,00"
158;02.02.01.019;8;DOSAGEM DE AMONIA;"3,51"
485;02.02.06.010;1;DOSAGEM DE AMP CICLICO;"12,01"
506;02.02.06.011;0;DOSAGEM DE ANDROSTENEDIONA;"11,53"
521;02.02.07.010;7;DOSAGEM DE ANFETAMINAS;"10,00"
230;02.02.02.016;9;DOSAGEM DE ANTICOAGULANTE CIRCULANTE;"4,11"
9787;02.02.03.118;7;DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA;"18,55"
529;02.02.07.011;5;DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS;"10,00"
388;02.02.03.010;5;DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA);"16,42"
264;02.02.02.017;7;DOSAGEM DE ANTITROMBINA III;"6,48"
545;02.02.07.012;3;DOSAGEM DE BARBITURATOS;"13,13"
530;02.02.07.013;1;DOSAGEM DE BENZODIAZEPINICOS;"13,48"
383;02.02.03.011;3;DOSAGEM DE BETA-2-MICROGLOBULINA;"13,55"
122;02.02.01.020;1;DOSAGEM DE BILIRRUBINA TOTAL E FRACOES;"2,01"
613;02.02.07.014;0;DOSAGEM DE CADMIO;"6,55"
123;02.02.01.021;0;DOSAGEM DE CALCIO;"1,85"
159;02.02.01.022;8;DOSAGEM DE CALCIO IONIZAVEL;"3,51"
512;02.02.06.012;8;DOSAGEM DE CALCITONINA;"14,38"
531;02.02.07.015;8;DOSAGEM DE CARBAMAZEPINA;"17,53"
593;02.02.07.016;6;DOSAGEM DE CARBOXI-HEMOGLOBINA;"4,11"
143;02.02.01.023;6;DOSAGEM DE CAROTENO;"2,01"
401;02.02.01.024;4;DOSAGEM DE CATECOLAMINAS;"0,00"
172;02.02.01.025;2;DOSAGEM DE CERULOPLASMINA;"3,68"
614;02.02.07.017;4;DOSAGEM DE CHUMBO;"8,83"
532;02.02.07.018;2;DOSAGEM DE CICLOSPORINA;"58,61"
4204;05.01.08.003;1;DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO);"52,33"
428;02.02.05.008;4;DOSAGEM DE CITRATO;"2,01"
125;02.02.01.026;0;DOSAGEM DE CLORETO;"1,85"
10236;02.02.11.014;1;DOSAGEM DE CLORETO NO SUOR;"150,00"
615;02.02.07.019;0;DOSAGEM DE COBRE;"3,51"
161;02.02.01.027;9;DOSAGEM DE COLESTEROL HDL;"3,51"
160;02.02.01.028;7;DOSAGEM DE COLESTEROL LDL;"3,51"
126;02.02.01.029;5;DOSAGEM DE COLESTEROL TOTAL;"1,85"
145;02.02.01.030;9;DOSAGEM DE COLINESTERASE;"3,68"
333;02.02.03.012;1;DOSAGEM DE COMPLEMENTO C3;"17,16"
334;02.02.03.013;0;DOSAGEM DE COMPLEMENTO C4;"17,16"
475;02.02.06.013;6;DOSAGEM DE CORTISOL;"9,86"
127;02.02.01.031;7;DOSAGEM DE CREATININA;"1,85"
631;02.02.09.008;6;DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO;"1,89"
163;02.02.01.032;5;DOSAGEM DE CREATINOFOSFOQUINASE (CPK);"3,68"
164;02.02.01.033;3;DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB;"4,12"
282;02.02.03.014;8;DOSAGEM DE CRIOAGLUTININA;"2,83"
496;02.02.06.014;4;DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA);"11,25"
173;02.02.01.034;1;DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA;"3,51"
174;02.02.01.035;0;DOSAGEM DE DESIDROGENASE GLUTAMICA;"3,51"
165;02.02.01.036;8;DOSAGEM DE DESIDROGENASE LATICA;"3,68"
166;02.02.01.037;6;DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS);"3,68"
535;02.02.07.020;4;"DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)";"8,97"
498;02.02.06.015;2;DOSAGEM DE DIHIDROTESTOTERONA (DHT);"11,71"
410;02.02.04.001;1;DOSAGEM DE ESTERCOBILINOGENIO FECAL;"1,65"
487;02.02.06.016;0;DOSAGEM DE ESTRADIOL;"10,15"
499;02.02.06.017;9;DOSAGEM DE ESTRIOL;"11,55"
488;02.02.06.018;7;DOSAGEM DE ESTRONA;"11,12"
536;02.02.07.021;2;DOSAGEM DE ETOSSUXIMIDA;"15,65"
10348;05.01.08.010;4;DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO);"52,33"
237;02.02.02.018;5;DOSAGEM DE FATOR II;"5,31"
242;02.02.02.019;3;DOSAGEM DE FATOR IX;"7,61"
239;02.02.02.020;7;DOSAGEM DE FATOR V;"4,73"
240;02.02.02.021;5;DOSAGEM DE FATOR VII;"8,09"
241;02.02.02.022;3;DOSAGEM DE FATOR VIII;"6,63"
254;02.02.02.023;1;DOSAGEM DE FATOR VIII (INIBIDOR);"15,00"
260;02.02.02.024;0;DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO);"18,91"
243;02.02.02.025;8;DOSAGEM DE FATOR X;"6,66"
244;02.02.02.026;6;DOSAGEM DE FATOR XI;"9,11"
245;02.02.02.027;4;DOSAGEM DE FATOR XII;"10,51"
246;02.02.02.028;2;DOSAGEM DE FATOR XIII;"6,66"
673;02.02.11.004;4;DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO);"5,50"
670;02.02.11.005;2;DOSAGEM DE FENILALANINA E TSH OU T4;"12,10"
671;02.02.11.006;0;DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZINHO);"20,90"
537;02.02.07.022;0;DOSAGEM DE FENITOINA;"35,22"
612;02.02.07.023;9;DOSAGEM DE FENOL;"2,05"
191;02.02.01.038;4;DOSAGEM DE FERRITINA;"15,59"
146;02.02.01.039;2;DOSAGEM DE FERRO SERICO;"3,51"
225;02.02.02.029;0;DOSAGEM DE FIBRINOGENIO;"4,60"
186;02.02.01.040;6;DOSAGEM DE FOLATO;"15,65"
592;02.02.07.024;7;DOSAGEM DE FORMALDEIDO;"3,51"
620;02.02.09.022;1;DOSAGEM DE FOSFATASE ACIDA NO ESPERMA;"2,01"
147;02.02.01.041;4;DOSAGEM DE FOSFATASE ACIDA TOTAL;"2,01"
128;02.02.01.042;2;DOSAGEM DE FOSFATASE ALCALINA;"2,01"
621;02.02.09.009;4;DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA;"2,01"
129;02.02.01.043;0;DOSAGEM DE FOSFORO;"1,85"
153;02.02.01.044;9;DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA;"2,01"
618;02.02.09.010;8;DOSAGEM DE FRUTOSE;"2,01"
622;02.02.09.011;6;DOSAGEM DE FRUTOSE NO ESPERMA;"2,01"
178;02.02.01.045;7;DOSAGEM DE GALACTOSE;"3,51"
148;02.02.01.046;5;DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT);"3,51"
489;02.02.06.019;5;DOSAGEM DE GASTRINA;"14,15"
130;02.02.01.047;3;DOSAGEM DE GLICOSE;"1,85"
636;02.02.09.012;4;DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES;"1,89"
167;02.02.01.048;1;DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE;"3,68"
663;02.02.06.020;9;DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA;"15,35"
477;02.02.06.021;7;"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)";"7,85"
423;02.02.04.002;0;DOSAGEM DE GORDURA FECAL;"3,04"
179;02.02.01.049;0;DOSAGEM DE HAPTOGLOBINA;"3,68"
220;02.02.02.030;4;DOSAGEM DE HEMOGLOBINA;"1,53"
213;02.02.02.031;2;DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC;"2,73"
201;02.02.02.032;0;DOSAGEM DE HEMOGLOBINA FETAL;"2,73"
180;02.02.01.050;3;DOSAGEM DE HEMOGLOBINA GLICOSILADA;"7,86"
202;02.02.02.033;9;DOSAGEM DE HEMOSSIDERINA;"2,73"
181;02.02.01.051;1;DOSAGEM DE HIDROXIPROLINA;"3,68"
490;02.02.06.022;5;DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH);"10,21"
476;02.02.06.023;3;DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH);"7,89"
479;02.02.06.024;1;DOSAGEM DE HORMONIO LUTEINIZANTE (LH);"8,97"
491;02.02.06.025;0;DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH);"8,96"
335;02.02.03.015;6;DOSAGEM DE IMUNOGLOBULINA A (IGA);"17,16"
338;02.02.03.016;4;DOSAGEM DE IMUNOGLOBULINA E (IGE);"9,25"
402;02.02.03.017;2;DOSAGEM DE IMUNOGLOBULINA G (IGG);"0,00"
339;02.02.03.018;0;DOSAGEM DE IMUNOGLOBULINA M (IGM);"17,16"
293;02.02.03.019;9;DOSAGEM DE INIBIDOR DE C1-ESTERASE;"9,25"
478;02.02.06.026;8;DOSAGEM DE INSULINA;"10,17"
149;02.02.01.052;0;DOSAGEM DE ISOMERASE-FOSFOHEXOSE;"3,51"
154;02.02.01.053;8;DOSAGEM DE LACTATO;"3,68"
150;02.02.01.054;6;DOSAGEM DE LEUCINO-AMINOPEPTIDASE;"3,51"
131;02.02.01.055;4;DOSAGEM DE LIPASE;"2,25"
540;02.02.07.025;5;DOSAGEM DE LITIO;"2,25"
132;02.02.01.056;2;DOSAGEM DE MAGNESIO;"2,01"
603;02.02.07.026;3;DOSAGEM DE MERCURIO;"2,04"
522;02.02.07.028;0;DOSAGEM DE METABOLITOS DA COCAINA;"10,00"
594;02.02.07.027;1;DOSAGEM DE META-HEMOGLOBINA;"4,11"
541;02.02.07.029;8;DOSAGEM DE METOTREXATO;"10,00"
437;02.02.05.009;2;DOSAGEM DE MICROALBUMINA NA URINA;"8,12"
133;02.02.01.057;0;DOSAGEM DE MUCO-PROTEINAS;"2,01"
435;02.02.05.010;6;DOSAGEM DE OXALATO;"3,68"
507;02.02.06.027;6;DOSAGEM DE PARATORMONIO;"43,13"
664;02.02.06.028;4;DOSAGEM DE PEPTIDEO C;"15,35"
155;02.02.01.058;9;DOSAGEM DE PIRUVATO;"3,68"
249;02.02.02.034;7;DOSAGEM DE PLASMINOGENIO;"4,11"
151;02.02.01.059;7;DOSAGEM DE PORFIRINAS;"3,51"
134;02.02.01.060;0;DOSAGEM DE POTASSIO;"1,85"
501;02.02.06.029;2;DOSAGEM DE PROGESTERONA;"10,22"
492;02.02.06.030;6;DOSAGEM DE PROLACTINA;"10,15"
341;02.02.03.020;2;DOSAGEM DE PROTEINA C REATIVA;"2,83"
454;02.02.05.011;4;DOSAGEM DE PROTEINAS (URINA DE 24 HORAS);"2,04"
637;02.02.09.013;2;DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES;"1,89"
135;02.02.01.061;9;DOSAGEM DE PROTEINAS TOTAIS;"1,40"
136;02.02.01.062;7;DOSAGEM DE PROTEINAS TOTAIS E FRACOES;"1,85"
543;02.02.07.030;1;DOSAGEM DE QUINIDINA;"10,00"
502;02.02.06.031;4;DOSAGEM DE RENINA;"13,19"
547;02.02.07.031;0;DOSAGEM DE SALICILATOS;"2,01"
549;05.01.08.004;0;DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO);"52,33"
137;02.02.01.063;5;DOSAGEM DE SODIO;"1,85"
653;02.02.09.014;0;DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA);"0,00"
508;02.02.06.032;2;DOSAGEM DE SOMATOMEDINA C (IGF1);"15,35"
497;02.02.06.033;0;DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS);"13,11"
607;02.02.07.032;8;DOSAGEM DE SULFATOS;"3,51"
550;05.01.08.005;8;DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO);"52,33"
544;02.02.07.033;6;DOSAGEM DE TEOFILINA;"15,65"
503;02.02.06.034;9;DOSAGEM DE TESTOSTERONA;"10,43"
661;02.02.06.035;7;DOSAGEM DE TESTOSTERONA LIVRE;"13,11"
606;02.02.07.034;4;DOSAGEM DE TIOCIANATO;"3,68"
510;02.02.06.036;5;DOSAGEM DE TIREOGLOBULINA;"15,35"
482;02.02.06.037;3;DOSAGEM DE TIROXINA (T4);"8,76"
493;02.02.06.038;1;DOSAGEM DE TIROXINA LIVRE (T4 LIVRE);"11,60"
138;02.02.01.064;3;DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO);"2,01"
139;02.02.01.065;1;DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP);"2,01"
183;02.02.01.066;0;DOSAGEM DE TRANSFERRINA;"4,12"
152;02.02.01.067;8;DOSAGEM DE TRIGLICERIDEOS;"3,51"
483;02.02.06.039;0;DOSAGEM DE TRIIODOTIRONINA (T3);"8,71"
672;02.02.11.007;9;DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO);"5,50"
185;02.02.01.068;6;DOSAGEM DE TRIPTOFANO;"3,51"
10078;02.02.03.120;9;DOSAGEM DE TROPONINA;"9,00"
674;02.02.11.008;7;DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO);"13,20"
140;02.02.01.069;4;DOSAGEM DE UREIA;"1,85"
194;02.02.01.070;8;DOSAGEM DE VITAMINA B12;"15,24"
616;02.02.07.035;2;DOSAGEM DE ZINCO;"15,65"
