CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
208010033,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE MIOCARDIO P/ AVALIACAO DA PERFUSAO EM SITUACAO DE REPOUSO (MINIMO 3 PROJECOES),Diagnóstico por medicina nuclear in vivo
208010041,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE MIOCARDIO P/ LOCALIZACAO DE NECROSE (MINIMO 3 PROJECOES ),Diagnóstico por medicina nuclear in vivo
208010050,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ AVALIACAO DE FLUXO SANGUINEO DE EXTREMIDADES,Diagnóstico por medicina nuclear in vivo
208010068,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ QUANTIFICACAO DE SHUNT EXTRACARDIACO,Diagnóstico por medicina nuclear in vivo
208010076,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE ESFORCO,Diagnóstico por medicina nuclear in vivo
208010084,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA SINCRONIZADA DE CAMARAS CARDIACAS EM SITUACAO DE REPOUSO (VENTRICULOGRAFIA),Diagnóstico por medicina nuclear in vivo
208010092,Aparelho cardiovascular,Procedimentos com finalidade diagnóstica,DETERMINACAO DE FLUXO SANGUINEO REGIONAL,Diagnóstico por medicina nuclear in vivo
208020012,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE FIGADO E BACO (MINIMO 5 IMAGENS),Diagnóstico por medicina nuclear in vivo
208020020,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE FIGADO E VIAS BILIARES,Diagnóstico por medicina nuclear in vivo
208020039,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE GLANDULAS SALIVARES C/ OU S/ ESTIMULO,Diagnóstico por medicina nuclear in vivo
208020047,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PANCREAS,Diagnóstico por medicina nuclear in vivo
208020055,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (LIQUIDO),Diagnóstico por medicina nuclear in vivo
208020063,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ ESTUDO DE TRANSITO ESOFAGICO (SEMI-SOLIDO),Diagnóstico por medicina nuclear in vivo
208020071,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ ESTUDO DE TRANSITO GASTRICO,Diagnóstico por medicina nuclear in vivo
208020080,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DE DIVERTICULOSE DE MECKEL,Diagnóstico por medicina nuclear in vivo
208020098,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA ATIVA,Diagnóstico por medicina nuclear in vivo
208020101,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DE HEMORRAGIA DIGESTIVA NAO ATIVA,Diagnóstico por medicina nuclear in vivo
208020110,Aparelho digestivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DE REFLUXO GASTRO-ESOFAGICO,Diagnóstico por medicina nuclear in vivo
208020128,Aparelho digestivo,Procedimentos com finalidade diagnóstica,IMUNO-CINTILOGRAFIA (ANTICORPO MONOCLONAL),Diagnóstico por medicina nuclear in vivo
208030018,Aparelho endócrino,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PARATIREOIDES,Diagnóstico por medicina nuclear in vivo
208030026,Aparelho endócrino,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE TIREÓIDE COM OU SEM CAPTAÇÃO,Diagnóstico por medicina nuclear in vivo
208030034,Aparelho endócrino,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE TIREOIDE C/ TESTE DE SUPRESSAO / ESTIMULO,Diagnóstico por medicina nuclear in vivo
208030042,Aparelho endócrino,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DO CORPO INTEIRO,Diagnóstico por medicina nuclear in vivo
208030050,Aparelho endócrino,Procedimentos com finalidade diagnóstica,TESTE DO PERCLORATO C/ RADIOISOTOPO,Diagnóstico por medicina nuclear in vivo
208040013,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CAPTACAO DE IODO RADIOATIVO EM 24H,Diagnóstico por medicina nuclear in vivo
208040021,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE RIM C/ GALIO 67,Diagnóstico por medicina nuclear in vivo
208040030,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE TESTICULO E BOLSA ESCROTAL,Diagnóstico por medicina nuclear in vivo
208040048,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA P/ PESQUISA DO REFLUXO VESICO-URETERAL,Diagnóstico por medicina nuclear in vivo
208040056,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA RENAL/RENOGRAMA (QUALITATIVA E/OU QUANTITATIVA),Diagnóstico por medicina nuclear in vivo
208040064,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CISTOCINTILOGRAFIA DIRETA,Diagnóstico por medicina nuclear in vivo
208040072,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,CISTOCINTILOGRAFIA INDIRETA,Diagnóstico por medicina nuclear in vivo
208040080,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,DETERMINACAO DE FILTRACAO GLOMERULAR,Diagnóstico por medicina nuclear in vivo
208040099,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,DETERMINACAO DE FLUXO PLASMATICO RENAL,Diagnóstico por medicina nuclear in vivo
208040102,Aparelho geniturinário,Procedimentos com finalidade diagnóstica,ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO,Diagnóstico por medicina nuclear in vivo
208050019,Aparelho esquelético,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE ARTICULACOES E/OU EXTREMIDADES E/OU OSSO,Diagnóstico por medicina nuclear in vivo
208050027,Aparelho esquelético,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE ESQUELETO (CORPO INTEIRO),Diagnóstico por medicina nuclear in vivo
208050035,Aparelho esquelético,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUÍNEO (CORPO INTEIRO),Diagnóstico por medicina nuclear in vivo
208050043,Aparelho esquelético,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE SEGMENTO OSSEO C/ GALIO 67,Diagnóstico por medicina nuclear in vivo
208060014,Aparelho nervoso,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PERFUSAO CEREBRAL C/ TALIO (SPCTO),Diagnóstico por medicina nuclear in vivo
208060022,Aparelho nervoso,Procedimentos com finalidade diagnóstica,CISTERNOCINTILOGRAFIA (INCLUINDO PESQUISA E/OU AVALIACAO DO TRANSITO LIQUORICO),Diagnóstico por medicina nuclear in vivo
208060030,Aparelho nervoso,Procedimentos com finalidade diagnóstica,ESTUDO DE FLUXO SANGUINEO CEREBRAL,Diagnóstico por medicina nuclear in vivo
208070010,Aparelho respiratório,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PULMAO C/ GALIO 67,Diagnóstico por medicina nuclear in vivo
208070028,Aparelho respiratório,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PULMÃO P/ PESQUISA DE ASPIRAÇÃO,Diagnóstico por medicina nuclear in vivo
208070036,Aparelho respiratório,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PULMAO POR INALACAO (MINIMO 2 PROJECOES),Diagnóstico por medicina nuclear in vivo
208070044,Aparelho respiratório,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES),Diagnóstico por medicina nuclear in vivo
208080015,Aparelho hematológico,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE SISTEMA RETICULO-ENDOTELIAL (MEDULA OSSEA),Diagnóstico por medicina nuclear in vivo
208080023,Aparelho hematológico,Procedimentos com finalidade diagnóstica,DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS),Diagnóstico por medicina nuclear in vivo
208080031,Aparelho hematológico,Procedimentos com finalidade diagnóstica,DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS),Diagnóstico por medicina nuclear in vivo
208080040,Aparelho hematológico,Procedimentos com finalidade diagnóstica,LINFOCINTILOGRAFIA,Diagnóstico por medicina nuclear in vivo
208090010,Outros métodos de diagnóstico em medicina nuclear in vivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS,Diagnóstico por medicina nuclear in vivo
208090029,Outros métodos de diagnóstico em medicina nuclear in vivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE GLANDULA LACRIMAL (DACRIOCINTILOGRAFIA),Diagnóstico por medicina nuclear in vivo
208090037,Outros métodos de diagnóstico em medicina nuclear in vivo,Procedimentos com finalidade diagnóstica,CINTILOGRAFIA DE MAMA (BILATERAL),Diagnóstico por medicina nuclear in vivo
209010010,Aparelho digestivo,Procedimentos com finalidade diagnóstica,COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCÓPICA),Diagnóstico por endoscopia
209010029,Aparelho digestivo,Procedimentos com finalidade diagnóstica,COLONOSCOPIA (COLOSCOPIA),Diagnóstico por endoscopia
209010037,Aparelho digestivo,Procedimentos com finalidade diagnóstica,ESOFAGOGASTRODUODENOSCOPIA,Diagnóstico por endoscopia
209010045,Aparelho digestivo,Procedimentos com finalidade diagnóstica,LAPAROSCOPIA,Diagnóstico por endoscopia
209010053,Aparelho digestivo,Procedimentos com finalidade diagnóstica,RETOSSIGMOIDOSCOPIA,Diagnóstico por endoscopia
209010061,Aparelho digestivo,Procedimentos com finalidade diagnóstica,VIDEOLAPAROSCOPIA,Diagnóstico por endoscopia
209020016,Aparelho urinário,Procedimentos com finalidade diagnóstica,CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA,Diagnóstico por endoscopia
209030011,Aparelho ginecológico,Procedimentos com finalidade diagnóstica,HISTEROSCOPIA CIRÚRGICA,Diagnóstico por endoscopia
209040017,Aparelho respiratório,Procedimentos com finalidade diagnóstica,BRONCOSCOPIA (BRONCOFIBROSCOPIA),Diagnóstico por endoscopia
209040025,Aparelho respiratório,Procedimentos com finalidade diagnóstica,LARINGOSCOPIA,Diagnóstico por endoscopia
209040033,Aparelho respiratório,Procedimentos com finalidade diagnóstica,TRAQUEOSCOPIA,Diagnóstico por endoscopia
209040041,Aparelho respiratório,Procedimentos com finalidade diagnóstica,VIDEOLARINGOSCOPIA,Diagnóstico por endoscopia
209040050,Aparelho respiratório,Procedimentos com finalidade diagnóstica,VIDEOTORACOSCOPIA,Diagnóstico por endoscopia
210010010,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ANGIOGRAFIA CEREBRAL (4 VASOS),Diagnóstico por radiologia intervencionista
210010029,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ANGIOGRAFIA DE ARCO AORTICO,Diagnóstico por radiologia intervencionista
210010037,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ANGIOGRAFIA DE ARCO AORTICO E TRONCOS SUPRA-AORTICOS,Diagnóstico por radiologia intervencionista
210010045,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,AORTOGRAFIA ABDOMINAL,Diagnóstico por radiologia intervencionista
210010053,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,AORTOGRAFIA TORACICA,Diagnóstico por radiologia intervencionista
210010061,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA CERVICO-TORACICA,Diagnóstico por radiologia intervencionista
210010070,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA DE MEMBRO,Diagnóstico por radiologia intervencionista
210010088,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA DIGITAL (POR VIA VENOSA),Diagnóstico por radiologia intervencionista
210010096,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL,Diagnóstico por radiologia intervencionista
210010100,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL,Diagnóstico por radiologia intervencionista
210010118,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA P/ INVESTIGACAO DE ISQUEMIA CEREBRAL,Diagnóstico por radiologia intervencionista
210010126,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA PELVICA,Diagnóstico por radiologia intervencionista
210010134,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA SELETIVA DE CAROTIDA,Diagnóstico por radiologia intervencionista
210010142,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO),Diagnóstico por radiologia intervencionista
210010150,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ARTERIOGRAFIA SELETIVA VERTEBRAL,Diagnóstico por radiologia intervencionista
210010169,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,ESPLENOPORTOGRAFIA,Diagnóstico por radiologia intervencionista
210010177,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,FLEBOGRAFIA DE MEMBRO,Diagnóstico por radiologia intervencionista
210010185,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,FLEBOGRAFIA DE CAVA INFERIOR E/OU SUPERIOR,Diagnóstico por radiologia intervencionista
210010193,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,LINFANGIOADENOGRAFIA,Diagnóstico por radiologia intervencionista
210010207,Exames radiológicos de vasos sangüíneos e linfáticos,Procedimentos com finalidade diagnóstica,PORTOGRAFIA TRANS-HEPATICA,Diagnóstico por radiologia intervencionista
210020016,Vias biliares,Procedimentos com finalidade diagnóstica,COLANGIOGRAFIA TRANSCUTANEA,Diagnóstico por radiologia intervencionista
211010014,Diagnóstico em angiologia,Procedimentos com finalidade diagnóstica,CAPILAROSCOPIA,Métodos diagnósticos em especialidades
211010022,Diagnóstico em angiologia,Procedimentos com finalidade diagnóstica,INVESTIGACAO ULTRASSONICA (PLETISMOGRAFIA),Métodos diagnósticos em especialidades
211010030,Diagnóstico em angiologia,Procedimentos com finalidade diagnóstica,OSCILOMETRIA DE IMPULSO,Métodos diagnósticos em especialidades
211010049,Diagnóstico em angiologia,Procedimentos com finalidade diagnóstica,PLETISMOGRAFIA (POR LATERALIDADE / TERRITORIO),Métodos diagnósticos em especialidades
211020010,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,CATETERISMO CARDIACO,Métodos diagnósticos em especialidades
211020028,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,CATETERISMO CARDIACO EM PEDIATRIA,Métodos diagnósticos em especialidades
211020036,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,ELETROCARDIOGRAMA,Métodos diagnósticos em especialidades
211020044,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,MONITORAMENTO PELO SISTEMA HOLTER 24 HS (3 CANAIS),Métodos diagnósticos em especialidades
211020052,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,MONITORIZACAO AMBULATORIAL DE PRESSAO ARTERIAL (M.A.P.A),Métodos diagnósticos em especialidades
211020060,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,TESTE DE ESFORCO / TESTE ERGOMETRICO,Métodos diagnósticos em especialidades
211020079,Diagnóstico em cardiologia,Procedimentos com finalidade diagnóstica,OXIMETRIA DE PULSO (TESTE DO CORAÇÃOZINHO),Métodos diagnósticos em especialidades
211030015,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIACAO CINEMATICA E DE PARAMETROS LINEARES,Métodos diagnósticos em especialidades
211030023,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,"AVALIACAO CINÉTICA, CINEMÁTICA E DE PARÂMETROS LINEARES",Métodos diagnósticos em especialidades
211030031,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIAÇÃO DE EQUILÍBRIO ESTÁTICO EM PLACA DE FORÇA,Métodos diagnósticos em especialidades
211030040,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIAÇÃO DE FUNÇÃO E MECÂNICA RESPIRATÓRIA,Métodos diagnósticos em especialidades
211030058,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIAÇÃO DE FUNÇÃO E MECÂNICA RESPIRATÓRIA COM TRANSDUTORES MICROPROCESSADOS,Métodos diagnósticos em especialidades
211030066,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIAÇÃO DE MOVIMENTO (POR IMAGEM),Métodos diagnósticos em especialidades
211030074,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,AVALIAÇÃO FUNCIONAL MUSCULAR,Métodos diagnósticos em especialidades
211030082,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,ELETRODIAGNÓSTICO CINÉTICO FUNCIONAL,Métodos diagnósticos em especialidades
211030090,Diagnóstico cinético funcional,Procedimentos com finalidade diagnóstica,"ELETROMIOGRAFIA DINÂMICA, AVALIAÇÃO CINÉTICA, CINEMÁTICA E DE PARÂMETROS LINEARES",Métodos diagnósticos em especialidades
211040010,Diagnóstico em ginecologia-obstetrícia,Procedimentos com finalidade diagnóstica,AMNIOSCOPIA,Métodos diagnósticos em especialidades
